产品参考编码,产品/名称,产品/SKU 优先级,计量单位,包装数量,位置,位置/位置名称,可用数量,预留数量,数量,库位类型,长（cm),宽(cm),高(cm),状态,仓库,货架,位置.1,层数,在手
40.21.0132-2/2,,,,,,D122010,1.0,0.0,1.0,,,,,,,,,,False
F09.02.AMFM006A,,,,,,D122010,0.0,0.0,0.0,,,,,,,,,,False
72.13.3892-3/3,,,,,,D122110,0.0,0.0,0.0,,,,,,,,,,False
72.13.3892-1/3,,,,,,D122110,0.0,0.0,0.0,,,,,,,,,,False
72.13.3892-2/3,,,,,,D122110,0.0,0.0,0.0,,,,,,,,,,False
62.03.0274,,,,,,E071410,1.0,0.0,1.0,,,,,,,,,,False
71.02.AMF3418,,,,,,D112640,9.0,0.0,9.0,,,,,,,,,,False
68.08.0534,,,,,,D183110,0.0,0.0,0.0,,,,,,,,,,False
72.18.4234,,,,,,C231020,0.0,2.0,2.0,,,,,,,,,,False
40.04.0024-2/2,,,,,,E121010,1.0,0.0,1.0,,,,,,,,,,False
71.06.AMF048-30,,,,,,E132800,1.0,0.0,1.0,,,,,,,,,,False
71.06.AMF094-2,,,,,,E132700,0.0,0.0,0.0,,,,,,,,,,False
71.06.AMF072-2,,,,,,E122630,0.0,1.0,1.0,,,,,,,,,,False
72.03.3846-1/3,,,,,,E131720,1.0,0.0,1.0,,,,,,,,,,False
72.03.3846-2/3,,,,,,E131720,1.0,0.0,1.0,,,,,,,,,,False
63.01.0164,,,,,,E242610,0.0,0.0,0.0,,,,,,,,,,False
75.08.5272-1/5,,,,,,D122510,1.0,0.0,1.0,,,,,,,,,,False
75.08.5272-4/5,,,,,,D122510,1.0,0.0,1.0,,,,,,,,,,False
71.06.AMF038-3-1/3,,,,,,E132720,1.0,0.0,1.0,,,,,,,,,,False
65.05.ACH09,,,,,,D140910,0.0,0.0,0.0,,,,,,,,,,False
67.13.AREEM006,,,,,,E071410,30.0,0.0,30.0,,,,,,,,,,False
76.08.4550,,,,,,E050500,0.0,0.0,0.0,,,,,,,,,,False
71.06.AMF090-1-2/2,,,,,,E132820,1.0,0.0,1.0,,,,,,,,,,False
74.01.5136-3/5,,,,,,D123110,1.0,0.0,1.0,,,,,,,,,,False
73.01.3386-3/3,,,,,,D112630,2.0,0.0,2.0,,,,,,,,,,False
73.04.3170-3/4,,,,,,D112430,2.0,0.0,2.0,,,,,,,,,,False
73.04.3170-4/4,,,,,,D112430,2.0,0.0,2.0,,,,,,,,,,False
71.02.SMC08,,,,,,E120910,0.0,0.0,0.0,,,,,,,,,,False
51.13.AFK2003,,,,,,C213710,0.0,0.0,0.0,,,,,,,,,,False
63.06.0013,,,,,,E220410,0.0,0.0,0.0,,,,,,,,,,False
65.15.0182,,,,,,D211410,0.0,0.0,0.0,,,,,,,,,,False
68.12.0106,,,,,,D211410,0.0,0.0,0.0,,,,,,,,,,False
68.01.0221,,,,,,D183600,36.0,12.0,48.0,,,,,,,,,,False
65.10.0041,,,,,,D213110,72.0,0.0,72.0,,,,,,,,,,False
64.10.0109,,,,,,D211710,0.0,0.0,0.0,,,,,,,,,,False
71.07.TON10-1/2,,,,,,E063200,0.0,0.0,0.0,,,,,,,,,,False
71.07.TON10-2/2,,,,,,E063200,0.0,0.0,0.0,,,,,,,,,,False
75.04.2577,,,,,,E031610,1.0,0.0,1.0,,,,,,,,,,False
71.10.4274,,,,,,E021410,0.0,0.0,0.0,,,,,,,,,,False
71.10.4265,,,,,,E021410,1.0,0.0,1.0,,,,,,,,,,False
40.21.0131-2/2,,,,,,D111410,1.0,0.0,1.0,,,,,,,,,,False
72.03.ICS76-1/4,,,,,,E021600,2.0,0.0,2.0,,,,,,,,,,False
72.03.ICS76-2/4,,,,,,E021600,4.0,0.0,4.0,,,,,,,,,,False
67.10.0004,,,,,,E061410,0.0,0.0,0.0,,,,,,,,,,False
63.06.0008,,,,,,E060510,96.0,0.0,96.0,,,,,,,,,,False
71.03.5628,,,,,,D113740,1.0,0.0,1.0,,,,,,,,,,False
40.29.0014,,,,,,E053410,5.0,0.0,5.0,,,,,,,,,,False
40.29.0014,,,,,,C181920,6.0,0.0,6.0,,,,,,,,,,False
72.14.TKE36,,,,,,D121810,0.0,0.0,0.0,,,,,,,,,,False
76.08.4363,,,,,,E023000,0.0,0.0,0.0,,,,,,,,,,False
73.02.3793-1/2,,,,,,E132400,8.0,0.0,8.0,,,,,,,,,,False
64.11.0003,,,,,,D243210,18.0,0.0,18.0,,,,,,,,,,False
43.02.1532,,,,,,E131520,10.0,0.0,10.0,,,,,,,,,,False
73.01.3791-2/3,,,,,,E112800,0.0,2.0,2.0,,,,,,,,,,False
64.02.0158,,,,,,E240610,21.0,0.0,21.0,,,,,,,,,,False
71.06.AMF008-126-1/2,,,,,,E132410,0.0,0.0,0.0,,,,,,,,,,False
71.06.AMF008-126-2/2,,,,,,E132410,0.0,0.0,0.0,,,,,,,,,,False
73.01.4790-1/2,,,,,,E142700,8.0,2.0,10.0,,,,,,,,,,False
17.03.02.05.2326-1/2,,,,,,E072010,0.0,0.0,0.0,,,,,,,,,,False
17.03.02.05.2326-2/2,,,,,,E072010,0.0,0.0,0.0,,,,,,,,,,False
73.01.4790-2/2,,,,,,E142600,10.0,0.0,10.0,,,,,,,,,,False
75.08.5272-5/5,,,,,,E043410,1.0,0.0,1.0,,,,,,,,,,False
66.09.0078,,,,,,D232310,48.0,0.0,48.0,,,,,,,,,,False
76.03.5054-1/2,,,,,,E032510,0.0,1.0,1.0,,,,,,,,,,False
76.03.5054-2/2,,,,,,E032510,0.0,1.0,1.0,,,,,,,,,,False
71.02.0996-1/2,,,,,,E012800,6.0,0.0,6.0,,,,,,,,,,False
68.01.0234,,,,,,E120710,8.0,0.0,8.0,,,,,,,,,,False
74.06.3948-1/2,,,,,,E053110,0.0,0.0,0.0,,,,,,,,,,False
74.06.3948-2/2,,,,,,E053110,0.0,0.0,0.0,,,,,,,,,,False
68.01.0241,,,,,,E122100,24.0,4.0,28.0,,,,,,,,,,False
64.02.0166,,,,,,E060610,0.0,0.0,0.0,,,,,,,,,,False
40.08.0006-1/2,,,,,,E020400,1.0,0.0,1.0,,,,,,,,,,False
71.07.4595-2/2,,,,,,E043310,1.0,0.0,1.0,,,,,,,,,,False
74.02.5557-1/5,,,,,,E031610,0.0,0.0,0.0,,,,,,,,,,False
74.02.5557-4/5,,,,,,E031610,0.0,0.0,0.0,,,,,,,,,,False
74.02.5557-5/5,,,,,,E031610,0.0,0.0,0.0,,,,,,,,,,False
71.10.4273,,,,,,E020510,0.0,0.0,0.0,,,,,,,,,,False
71.05.4310-1/5,,,,,,E131700,1.0,0.0,1.0,,,,,,,,,,False
71.05.4310-4/5,,,,,,E131700,4.0,0.0,4.0,,,,,,,,,,False
71.06.AMF097-2-1/2,,,,,,E141200,0.0,0.0,0.0,,,,,,,,,,False
71.05.4310-5/5,,,,,,E131700,4.0,0.0,4.0,,,,,,,,,,False
71.05.4310-2/5,,,,,,E131700,2.0,0.0,2.0,,,,,,,,,,False
71.05.4310-3/5,,,,,,E131700,3.0,0.0,3.0,,,,,,,,,,False
71.02.0996-1/2,,,,,,E132120,7.0,0.0,7.0,,,,,,,,,,False
73.02.AMFY021-1,,,,,,D120910,4.0,0.0,4.0,,,,,,,,,,False
68.14.0063,,,,,,D240910,0.0,105.0,105.0,,,,,,,,,,False
68.14.0104,,,,,,E231110,144.0,144.0,288.0,,,,,,,,,,False
73.02.TKE41,,,,,,D121610,2.0,0.0,2.0,,,,,,,,,,False
60.11.0072,,,,,,D240810,200.0,0.0,200.0,,,,,,,,,,False
40.28.0018,,,,,,E051410,0.0,0.0,0.0,,,,,,,,,,False
64.02.0077,,,,,,D241110,0.0,0.0,0.0,,,,,,,,,,False
64.12.0109,,,,,,E051410,144.0,0.0,144.0,,,,,,,,,,False
64.02.0134,,,,,,E190600,504.0,48.0,552.0,,,,,,,,,,False
71.10.ILC05-1/2,,,,,,E123400,1.0,0.0,1.0,,,,,,,,,,False
71.10.ILC05-2/2,,,,,,E123400,0.0,0.0,0.0,,,,,,,,,,False
40.21.0213-1/3,,,,,,E142240,1.0,0.0,1.0,,,,,,,,,,False
72.03.2256-3/4,,,,,,D120110,0.0,0.0,0.0,,,,,,,,,,False
72.05.TKE25,,,,,,D121810,1.0,1.0,2.0,,,,,,,,,,False
65.07.0056,,,,,,D122610,0.0,0.0,0.0,,,,,,,,,,False
73.02.5063,,,,,,D121110,2.0,0.0,2.0,,,,,,,,,,False
43.02.2016,,,,,,E141100,28.0,0.0,28.0,,,,,,,,,,False
73.01.3791-1/3,,,,,,E132620,2.0,0.0,2.0,,,,,,,,,,False
73.01.3791-3/3,,,,,,E141920,3.0,0.0,3.0,,,,,,,,,,False
73.01.AFMZ007-2-2/2,,,,,,E131410,0.0,0.0,0.0,,,,,,,,,,False
52.04.AICC13,,,,,,E140610,0.0,0.0,0.0,,,,,,,,,,False
71.02.TOS10-1/4,,,,,,E141000,7.0,0.0,7.0,,,,,,,,,,False
71.02.TOS10-2/4,,,,,,E141000,7.0,0.0,7.0,,,,,,,,,,False
71.02.TOS10-3/4,,,,,,E141000,7.0,0.0,7.0,,,,,,,,,,False
71.02.TOS10-4/4,,,,,,E141000,7.0,0.0,7.0,,,,,,,,,,False
72.23.TKE32-1/5,,,,,,E131420,2.0,0.0,2.0,,,,,,,,,,False
72.23.TKE32-2/5,,,,,,E131420,2.0,0.0,2.0,,,,,,,,,,False
72.23.TKE32-3/5,,,,,,E131420,2.0,0.0,2.0,,,,,,,,,,False
65.12.0025,,,,,,E141800,10.0,20.0,30.0,,,,,,,,,,False
72.23.TKE32-4/5,,,,,,E131420,2.0,0.0,2.0,,,,,,,,,,False
68.10.0132,,,,,,D242200,42.0,0.0,42.0,,,,,,,,,,False
73.03.4964-2/2,,,,,,E132010,0.0,0.0,0.0,,,,,,,,,,False
72.23.FSC15-1/4,,,,,,C133510,1.0,0.0,1.0,,,,,,,,,,False
72.23.FSC15-2/4,,,,,,C133510,1.0,0.0,1.0,,,,,,,,,,False
72.23.FSC15-3/4,,,,,,C133510,1.0,0.0,1.0,,,,,,,,,,False
71.05.5345-1/2,,,,,,E132930,2.0,0.0,2.0,,,,,,,,,,False
71.05.5345-2/2,,,,,,E132930,2.0,0.0,2.0,,,,,,,,,,False
71.02.0996-2/2,,,,,,D120900,15.0,0.0,15.0,,,,,,,,,,False
71.02.0996-2/2,,,,,,D111540,13.0,0.0,13.0,,,,,,,,,,False
40.11.0016-1/2,,,,,,C193510,0.0,0.0,0.0,,,,,,,,,,False
40.11.0016-2/2,,,,,,C193510,0.0,0.0,0.0,,,,,,,,,,False
71.03.5251,,,,,,D113500,0.0,0.0,0.0,,,,,,,,,,False
68.01.0320,,,,,,D213000,0.0,0.0,0.0,,,,,,,,,,False
76.07.4803,,,,,,E141400,0.0,0.0,0.0,,,,,,,,,,False
68.08.0412,,,,,,D130810,66.0,0.0,66.0,,,,,,,,,,False
63.01.0208,,,,,,D122810,27.0,0.0,27.0,,,,,,,,,,False
63.01.0207,,,,,,D122610,0.0,0.0,0.0,,,,,,,,,,False
64.15.0089,,,,,,D123410,0.0,0.0,0.0,,,,,,,,,,False
76.07.4803,,,,,,E131140,0.0,1.0,1.0,,,,,,,,,,False
40.21.0185-1/5,,,,,,D124120,2.0,0.0,2.0,,,,,,,,,,False
72.03.4895-1/3,,,,,,E131800,0.0,3.0,3.0,,,,,,,,,,False
72.03.4895-2/3,,,,,,E131800,3.0,0.0,3.0,,,,,,,,,,False
72.03.4895-3/3,,,,,,E131800,1.0,1.0,2.0,,,,,,,,,,False
76.07.4803,,,,,,D121840,0.0,3.0,3.0,,,,,,,,,,False
76.03.4772-1/3,,,,,,E040910,4.0,0.0,4.0,,,,,,,,,,False
76.03.4772-2/3,,,,,,E040910,0.0,0.0,0.0,,,,,,,,,,False
68.01.0139,,,,,,E152300,5.0,0.0,5.0,,,,,,,,,,False
75.04.3967,,,,,,E052310,0.0,0.0,0.0,,,,,,,,,,False
F03.01.AMF098-11,,,,,,E131600,1.0,0.0,1.0,,,,,,,,,,False
73.01.4486-2/3,,,,,,E141620,6.0,0.0,6.0,,,,,,,,,,False
73.01.4486-3/3,,,,,,E141620,6.0,0.0,6.0,,,,,,,,,,False
40.21.0085-1/3,,,,,,E061020,2.0,0.0,2.0,,,,,,,,,,False
40.21.0085-2/3,,,,,,E061020,2.0,0.0,2.0,,,,,,,,,,False
40.21.0085-3/3,,,,,,E061020,2.0,0.0,2.0,,,,,,,,,,False
40.21.0085-1/3,,,,,,E061330,2.0,0.0,2.0,,,,,,,,,,False
40.21.0085-2/3,,,,,,E061330,2.0,0.0,2.0,,,,,,,,,,False
40.21.0085-3/3,,,,,,E061330,2.0,0.0,2.0,,,,,,,,,,False
40.21.0085-1/3,,,,,,E062030,2.0,0.0,2.0,,,,,,,,,,False
40.21.0085-2/3,,,,,,E062030,2.0,0.0,2.0,,,,,,,,,,False
40.21.0085-3/3,,,,,,E062030,2.0,0.0,2.0,,,,,,,,,,False
40.21.0085-1/3,,,,,,E060820,2.0,0.0,2.0,,,,,,,,,,False
40.21.0085-2/3,,,,,,E060820,1.0,0.0,1.0,,,,,,,,,,False
40.21.0085-3/3,,,,,,E060820,2.0,0.0,2.0,,,,,,,,,,False
40.21.0085-1/3,,,,,,E062130,2.0,0.0,2.0,,,,,,,,,,False
40.21.0085-2/3,,,,,,E062130,2.0,0.0,2.0,,,,,,,,,,False
40.21.0085-3/3,,,,,,E062130,2.0,0.0,2.0,,,,,,,,,,False
45.09.0131-2/2,,,,,,E041610,29.0,0.0,29.0,,,,,,,,,,False
72.21.AFA01,,,,,,E142620,9.0,0.0,9.0,,,,,,,,,,False
72.21.AFA01,,,,,,E142420,7.0,0.0,7.0,,,,,,,,,,False
42.02.UR43,,,,,,E143200,13.0,0.0,13.0,,,,,,,,,,False
42.02.UR39,,,,,,E143000,33.0,0.0,33.0,,,,,,,,,,False
42.02.UR57,,,,,,E142400,35.0,0.0,35.0,,,,,,,,,,False
42.02.UR65,,,,,,E141600,62.0,0.0,62.0,,,,,,,,,,False
42.02.UR36,,,,,,E141900,16.0,0.0,16.0,,,,,,,,,,False
40.10.0001,,,,,,C203800,0.0,0.0,0.0,,,,,,,,,,False
42.02.UR27,,,,,,E141500,12.0,0.0,12.0,,,,,,,,,,False
42.02.UR53,,,,,,E141300,22.0,0.0,22.0,,,,,,,,,,False
72.15.4500-1/3,,,,,,E032710,0.0,0.0,0.0,,,,,,,,,,False
66.09.0078,,,,,,D113010,24.0,0.0,24.0,,,,,,,,,,False
71.06.AMF029-12,,,,,,E120800,1.0,0.0,1.0,,,,,,,,,,False
68.13.0213,,,,,,D132210,56.0,0.0,56.0,,,,,,,,,,False
42.02.UR46,,,,,,E142900,21.0,0.0,21.0,,,,,,,,,,False
71.06.AMF038-27-2/3,,,,,,E131400,1.0,0.0,1.0,,,,,,,,,,False
68.01.0137,,,,,,E152300,12.0,0.0,12.0,,,,,,,,,,False
71.06.AMF090-15-1/2,,,,,,D132500,0.0,0.0,0.0,,,,,,,,,,False
71.06.AMF090-15-2/2,,,,,,D132500,0.0,0.0,0.0,,,,,,,,,,False
40.21.0232-3/3,,,,,,A063030,1.0,0.0,1.0,,,,,,,,,,False
40.21.0199-1/3,,,,,,A061520,1.0,0.0,1.0,,,,,,,,,,False
40.21.0199-2/3,,,,,,A061520,1.0,0.0,1.0,,,,,,,,,,False
40.21.0199-3/3,,,,,,A061520,1.0,0.0,1.0,,,,,,,,,,False
40.21.0087-2/2,,,,,,A074420,0.0,3.0,3.0,,,,,,,,,,False
40.21.0087-1/2,,,,,,A074520,0.0,1.0,1.0,,,,,,,,,,False
40.21.0087-2/2,,,,,,A074520,0.0,2.0,2.0,,,,,,,,,,False
40.21.0232-1/3,,,,,,A073720,3.0,0.0,3.0,,,,,,,,,,False
40.21.0232-2/3,,,,,,A073720,3.0,0.0,3.0,,,,,,,,,,False
40.21.0232-3/3,,,,,,A073720,3.0,0.0,3.0,,,,,,,,,,False
40.21.0232-1/3,,,,,,A073820,3.0,0.0,3.0,,,,,,,,,,False
40.21.0232-2/3,,,,,,A073820,3.0,0.0,3.0,,,,,,,,,,False
40.21.0232-3/3,,,,,,A073820,3.0,0.0,3.0,,,,,,,,,,False
40.21.0232-1/3,,,,,,A073920,3.0,0.0,3.0,,,,,,,,,,False
40.21.0232-2/3,,,,,,A073920,3.0,0.0,3.0,,,,,,,,,,False
40.21.0232-3/3,,,,,,A073920,3.0,0.0,3.0,,,,,,,,,,False
40.21.0232-1/3,,,,,,A076310,3.0,0.0,3.0,,,,,,,,,,False
40.21.0232-2/3,,,,,,A076310,3.0,0.0,3.0,,,,,,,,,,False
40.21.0232-3/3,,,,,,A076310,3.0,0.0,3.0,,,,,,,,,,False
40.21.0232-1/3,,,,,,A072940,3.0,0.0,3.0,,,,,,,,,,False
40.21.0232-2/3,,,,,,A072940,3.0,0.0,3.0,,,,,,,,,,False
40.21.0232-3/3,,,,,,A072940,3.0,0.0,3.0,,,,,,,,,,False
40.21.0232-1/3,,,,,,A073040,3.0,0.0,3.0,,,,,,,,,,False
40.21.0232-2/3,,,,,,A073040,3.0,0.0,3.0,,,,,,,,,,False
40.21.0232-3/3,,,,,,A073040,3.0,0.0,3.0,,,,,,,,,,False
40.21.0199-1/3,,,,,,A103410,2.0,0.0,2.0,,,,,,,,,,False
40.21.0199-2/3,,,,,,A103410,2.0,0.0,2.0,,,,,,,,,,False
40.21.0199-3/3,,,,,,A103410,2.0,0.0,2.0,,,,,,,,,,False
40.21.0199-1/3,,,,,,A103610,2.0,0.0,2.0,,,,,,,,,,False
40.21.0199-2/3,,,,,,A103610,4.0,0.0,4.0,,,,,,,,,,False
40.21.0199-3/3,,,,,,A103610,2.0,0.0,2.0,,,,,,,,,,False
40.21.0199-1/3,,,,,,A103420,2.0,0.0,2.0,,,,,,,,,,False
40.21.0199-2/3,,,,,,A103420,2.0,0.0,2.0,,,,,,,,,,False
40.21.0199-3/3,,,,,,A103420,2.0,0.0,2.0,,,,,,,,,,False
40.21.0199-1/3,,,,,,A103620,2.0,0.0,2.0,,,,,,,,,,False
40.21.0199-2/3,,,,,,A103620,2.0,0.0,2.0,,,,,,,,,,False
40.21.0199-3/3,,,,,,A103620,2.0,0.0,2.0,,,,,,,,,,False
40.21.0199-1/3,,,,,,A103430,2.0,0.0,2.0,,,,,,,,,,False
40.21.0199-2/3,,,,,,A103430,2.0,0.0,2.0,,,,,,,,,,False
40.21.0199-3/3,,,,,,A103430,2.0,0.0,2.0,,,,,,,,,,False
40.21.0199-1/3,,,,,,A103630,2.0,0.0,2.0,,,,,,,,,,False
40.21.0199-3/3,,,,,,A103630,2.0,0.0,2.0,,,,,,,,,,False
40.21.0199-1/3,,,,,,A070710,4.0,0.0,4.0,,,,,,,,,,False
40.21.0199-2/3,,,,,,A070710,4.0,0.0,4.0,,,,,,,,,,False
40.21.0199-3/3,,,,,,A070710,4.0,0.0,4.0,,,,,,,,,,False
40.21.0232-1/3,,,,,,A071530,3.0,0.0,3.0,,,,,,,,,,False
40.21.0232-2/3,,,,,,A071530,3.0,0.0,3.0,,,,,,,,,,False
40.21.0232-3/3,,,,,,A071530,3.0,0.0,3.0,,,,,,,,,,False
40.21.0232-1/3,,,,,,A061810,3.0,0.0,3.0,,,,,,,,,,False
40.21.0232-2/3,,,,,,A061810,3.0,0.0,3.0,,,,,,,,,,False
40.21.0232-3/3,,,,,,A061810,3.0,0.0,3.0,,,,,,,,,,False
40.21.0232-1/3,,,,,,A061310,3.0,0.0,3.0,,,,,,,,,,False
40.21.0232-2/3,,,,,,A061310,3.0,0.0,3.0,,,,,,,,,,False
40.21.0232-3/3,,,,,,A061310,3.0,0.0,3.0,,,,,,,,,,False
40.21.0232-1/3,,,,,,A061740,3.0,0.0,3.0,,,,,,,,,,False
40.21.0232-2/3,,,,,,A061740,3.0,0.0,3.0,,,,,,,,,,False
40.21.0232-3/3,,,,,,A061740,3.0,0.0,3.0,,,,,,,,,,False
40.21.0199-1/3,,,,,,A103320,2.0,0.0,2.0,,,,,,,,,,False
40.21.0199-2/3,,,,,,A103320,2.0,0.0,2.0,,,,,,,,,,False
40.21.0199-3/3,,,,,,A103320,2.0,0.0,2.0,,,,,,,,,,False
40.21.0199-1/3,,,,,,A103140,2.0,0.0,2.0,,,,,,,,,,False
40.21.0199-2/3,,,,,,A103140,2.0,0.0,2.0,,,,,,,,,,False
40.21.0199-3/3,,,,,,A103140,2.0,0.0,2.0,,,,,,,,,,False
40.21.0199-1/3,,,,,,A103440,2.0,0.0,2.0,,,,,,,,,,False
40.21.0199-2/3,,,,,,A103440,2.0,0.0,2.0,,,,,,,,,,False
40.21.0199-3/3,,,,,,A103440,2.0,0.0,2.0,,,,,,,,,,False
40.21.0199-1/3,,,,,,A103640,2.0,0.0,2.0,,,,,,,,,,False
40.21.0199-2/3,,,,,,A103640,2.0,0.0,2.0,,,,,,,,,,False
40.21.0199-3/3,,,,,,A103640,2.0,0.0,2.0,,,,,,,,,,False
40.21.0199-1/3,,,,,,A103710,2.0,0.0,2.0,,,,,,,,,,False
40.21.0199-2/3,,,,,,A103710,2.0,0.0,2.0,,,,,,,,,,False
40.21.0199-3/3,,,,,,A103710,2.0,0.0,2.0,,,,,,,,,,False
40.21.0199-1/3,,,,,,A103910,2.0,0.0,2.0,,,,,,,,,,False
40.21.0199-2/3,,,,,,A103910,2.0,0.0,2.0,,,,,,,,,,False
40.21.0199-3/3,,,,,,A103910,2.0,0.0,2.0,,,,,,,,,,False
40.21.0199-1/3,,,,,,A103720,4.0,0.0,4.0,,,,,,,,,,False
40.21.0199-2/3,,,,,,A103720,4.0,0.0,4.0,,,,,,,,,,False
40.21.0199-3/3,,,,,,A103720,4.0,0.0,4.0,,,,,,,,,,False
40.21.0087-1/2,,,,,,A103920,0.0,1.0,1.0,,,,,,,,,,False
40.21.0203-1/3,,,,,,A103930,2.0,0.0,2.0,,,,,,,,,,False
40.21.0203-2/3,,,,,,A103930,2.0,0.0,2.0,,,,,,,,,,False
40.21.0203-3/3,,,,,,A103930,2.0,0.0,2.0,,,,,,,,,,False
40.21.0235-1/2,,,,,,A102750,4.0,0.0,4.0,,,,,,,,,,False
40.21.0235-2/2,,,,,,A102750,4.0,0.0,4.0,,,,,,,,,,False
40.21.0087-1/2,,,,,,A062010,0.0,3.0,3.0,,,,,,,,,,False
40.21.0199-1/3,,,,,,A082830,4.0,0.0,4.0,,,,,,,,,,False
40.21.0199-2/3,,,,,,A082830,4.0,0.0,4.0,,,,,,,,,,False
40.21.0199-3/3,,,,,,A082830,4.0,0.0,4.0,,,,,,,,,,False
40.21.0087-2/2,,,,,,A062930,0.0,1.0,1.0,,,,,,,,,,False
40.21.0199-1/3,,,,,,A072240,4.0,0.0,4.0,,,,,,,,,,False
40.21.0199-2/3,,,,,,A072240,4.0,0.0,4.0,,,,,,,,,,False
40.21.0199-3/3,,,,,,A072240,4.0,0.0,4.0,,,,,,,,,,False
40.21.0232-1/3,,,,,,A102520,2.0,0.0,2.0,,,,,,,,,,False
40.21.0232-2/3,,,,,,A102520,2.0,0.0,2.0,,,,,,,,,,False
40.21.0232-3/3,,,,,,A102520,2.0,0.0,2.0,,,,,,,,,,False
40.21.0232-1/3,,,,,,A102730,2.0,0.0,2.0,,,,,,,,,,False
40.21.0232-2/3,,,,,,A102730,2.0,0.0,2.0,,,,,,,,,,False
40.21.0232-3/3,,,,,,A102730,2.0,0.0,2.0,,,,,,,,,,False
40.21.0078-1/2,,,,,,A102530,4.0,0.0,4.0,,,,,,,,,,False
40.21.0078-2/2,,,,,,A102530,4.0,0.0,4.0,,,,,,,,,,False
71.06.AMF048-29,,,,,,D110210,1.0,0.0,1.0,,,,,,,,,,False
45.07.0043,,,,,,E051310,0.0,0.0,0.0,,,,,,,,,,False
71.02.2823-1/3,,,,,,E121800,2.0,0.0,2.0,,,,,,,,,,False
71.02.2823-2/3,,,,,,E121800,2.0,0.0,2.0,,,,,,,,,,False
68.01.0350,,,,,,D212100,0.0,0.0,0.0,,,,,,,,,,False
68.01.0319,,,,,,D212000,12.0,0.0,12.0,,,,,,,,,,False
68.13.0209,,,,,,E060710,48.0,0.0,48.0,,,,,,,,,,False
60.03.0897,,,,,,E071210,0.0,0.0,0.0,,,,,,,,,,False
71.02.3643,,,,,,D121010,0.0,0.0,0.0,,,,,,,,,,False
72.02.3824-1/3,,,,,,E071910,1.0,0.0,1.0,,,,,,,,,,False
64.21.0087,,,,,,D241610,160.0,0.0,160.0,,,,,,,,,,False
68.01.0321,,,,,,D210500,8.0,0.0,8.0,,,,,,,,,,False
74.04.ICS65-5/5,,,,,,E031610,0.0,0.0,0.0,,,,,,,,,,False
74.04.ICS65-4/5,,,,,,E031610,0.0,0.0,0.0,,,,,,,,,,False
64.10.0086,,,,,,E172610,0.0,0.0,0.0,,,,,,,,,,False
68.13.0147,,,,,,E172610,0.0,0.0,0.0,,,,,,,,,,False
69.03.0101,,,,,,E112710,200.0,0.0,200.0,,,,,,,,,,False
69.06.0549,,,,,,E112710,3.0,0.0,3.0,,,,,,,,,,False
76.08.4554,,,,,,E113000,1.0,0.0,1.0,,,,,,,,,,False
76.10.4555,,,,,,E113000,1.0,0.0,1.0,,,,,,,,,,False
62.03.Y050,,,,,,D122410,3.0,0.0,3.0,,,,,,,,,,False
72.18.IAF14,,,,,,E051640,1.0,0.0,1.0,,,,,,,,,,False
72.08.5219,,,,,,E122930,1.0,0.0,1.0,,,,,,,,,,False
71.05.5532,,,,,,E143030,1.0,0.0,1.0,,,,,,,,,,False
71.02.0225-2/2,,,,,,E132110,1.0,0.0,1.0,,,,,,,,,,False
75.08.5272-3/5,,,,,,E043410,0.0,0.0,0.0,,,,,,,,,,False
68.08.0396,,,,,,D150110,120.0,0.0,120.0,,,,,,,,,,False
45.14.2001,,,,,,C183300,4.0,0.0,4.0,,,,,,,,,,False
65.15.0271,,,,,,D142210,0.0,0.0,0.0,,,,,,,,,,False
65.15.0265,,,,,,E142810,96.0,0.0,96.0,,,,,,,,,,False
40.21.0213-1/3,,,,,,E233000,0.0,0.0,0.0,,,,,,,,,,False
64.19.0012,,,,,,E201510,5.0,0.0,5.0,,,,,,,,,,False
62.06.0051,,,,,,E142610,26.0,0.0,26.0,,,,,,,,,,False
45.07.0410,,,,,,E080230,19.0,0.0,19.0,,,,,,,,,,False
61.07.0080,,,,,,E040610,0.0,0.0,0.0,,,,,,,,,,False
71.07.ICS30-1/2,,,,,,E132110,1.0,0.0,1.0,,,,,,,,,,False
71.06.AMF037,,,,,,E140400,1.0,0.0,1.0,,,,,,,,,,False
40.07.1210,,,,,,E132410,11.0,0.0,11.0,,,,,,,,,,False
M01.71.AHT01,,,,,,E173100,0.0,0.0,0.0,,,,,,,,,,False
40.21.0205-1/3,,,,,,E132310,1.0,0.0,1.0,,,,,,,,,,False
64.19.0012,,,,,,D113730,8.0,0.0,8.0,,,,,,,,,,False
40.21.0198-2/3,,,,,,D152910,0.0,0.0,0.0,,,,,,,,,,False
72.16.ICS43-5/7,,,,,,D143110,4.0,0.0,4.0,,,,,,,,,,False
72.06.4251-2/2,,,,,,D133010,0.0,0.0,0.0,,,,,,,,,,False
66.05.0017,,,,,,D133210,15.0,0.0,15.0,,,,,,,,,,False
61.07.0097,,,,,,E170700,200.0,0.0,200.0,,,,,,,,,,False
60.11.0020,,,,,,E132510,0.0,0.0,0.0,,,,,,,,,,False
53.05.APH8293,,,,,,D121410,0.0,0.0,0.0,,,,,,,,,,False
76.08.3867,,,,,,E132240,2.0,0.0,2.0,,,,,,,,,,False
40.21.0219-1/3,,,,,,D112130,2.0,0.0,2.0,,,,,,,,,,False
